unicode	char	fanti	jianti	group	level	is_radical	ids	pinyin	radical	strokes	stroke_seq	freq	basic
U+8BAE	议	議	议	A1a	一级		⿰讠义	yì	言（訁讠）	5	45434	5471981	1
U+5FC5	必	必	必	A1a	一级		⿻心㇒	bì	心（忄⺗）	5	45434	2554948	1
U+8BAF	讯	訊	讯	A1a	一级		⿰讠卂	xùn	言（訁讠）	5	45512	3338566	1
U+8BB0	记	記	记	A1a	一级		⿰讠己	jì	言（訁讠）	5	45515	11903473	1
U+6C38	永	永	永	A1a	一级		⿱一⿰⿹𠃌㇇⿺乀丿	yǒng	水（氵氺）	5	45534	1205603	1
U+53F8	司	司	司	A1a	一级		⿹𠃌𠮛	sī	口	5	51251	10972445	1
U+5C3C	尼	尼	尼	A1a	一级		⿸尸匕	ní	尸	5	51335	1789428	1
U+6C11	民	民	民	A1a	一级		⿸巳𫠠	mín	氏	5	51515	13715041	1
U+5F17	弗	弗	弗	A1a	一级		⿻⿰丿丨弓	fú	弓	5	51532	338469	0
U+51FA	出	出	出	A1a	一级		⿱屮凵	chū	凵	5	52252	25267456	1
U+8FBD	辽	遼	辽	A1a	一级		⿺辶了	liáo	辵（辶⻍）	5	52454	330763	0
U+5976	奶	奶	奶	A1a	一级		⿰女乃	nǎi	女	5	53153	717746	1
U+5974	奴	奴	奴	A1a	一级		⿰女又	nú	女	5	53154	52203	0
U+53EC	召	召	召	A1a	一级		⿱刀口	shào / zhào	口	5	53251	1138522	1
U+52A0	加	加	加	A1a	一级		⿰力口	jiā	力	5	53251	11478015	1
U+76AE	皮	皮	皮	A1a	一级	★	⿸⿻丨⿱乛丿又	pí	皮	5	53254	1042051	1
U+8FB9	边	邊	边	A1a	一级		⿺辶力	biān	辵（辶⻍）	5	53454	2909127	1
U+5B55	孕	孕	孕	A1a	一级		⿱乃子	yùn	子	5	53521	271556	0
U+53D1	发	發	发	A1a	一级		⿸⿺⿻丿𠃊丶又	fā / fǎ	又	5	53544	25141563	1
U+5723	圣	聖	圣	A1a	一级		⿱又土	shèng	土	5	54121	473871	1
U+5BF9	对	對	对	A1a	一级		⿰又寸	duì	寸	5	54124	22985149	1
U+53F0	台	臺	台	A1a	一级		⿱厶口	tāi / tái	口	5	54251	6132809	1
U+77DB	矛	矛	矛	A1a	一级	★	⿹予㇒	máo	矛	5	54523	401593	0
U+7EA0	纠	糾	纠	A1a	一级		⿰纟丩	jiū	糸（糹纟）	5	55152	564033	0
U+6BCD	母	母	母	A1a	一级	★	母	mǔ	母	5	55414	1560828	1
U+5E7C	幼	幼	幼	A1a	一级		⿰幺力	yòu	幺	5	55453	541509	0
U+4E1D	丝	絲	丝	A1a	一级		⿱⿰⿸𠃋𠃋⿸𠃋𠃋一	sī	一	5	55551	692846	1
U+90A6	邦	邦	邦	A1a	一级		⿰丰阝	bāng	邑（阝）	6	111352	408776	1
U+5F0F	式	式	式	A1a	一级		⿹弋工	shì	弋	6	112154	6241235	1
U+5211	刑	刑	刑	A1a	一级		⿰开刂	xíng	刀（刂）	6	113222	983496	1
U+52A8	动	動	动	A1a	一级		⿰云力	dòng	力	6	115453	15880257	1
U+5BFA	寺	寺	寺	A1a	一级		⿱土寸	sì	寸	6	121124	212289	0
U+5409	吉	吉	吉	A1a	一级		⿱士口	jí	口	6	121251	961222	1
U+6263	扣	扣	扣	A1a	一级		⿰扌口	kòu	手（扌龵）	6	121251	531559	0
U+8003	考	考	考	A1a	一级		⿱耂丂	kǎo	老（耂）	6	121315	4226205	1
U+6258	托	託	托	A1a	一级		⿰扌乇	tuō	手（扌龵）	6	121315	1401074	1
U+8001	老	老	老	A1a	一级	★	⿱耂匕	lǎo	老（耂）	6	121335	6732522	1
U+5DE9	巩	鞏	巩	A1a	一级		⿰工凡	gǒng	工	6	121354	161497	0
U+573E	圾	圾	圾	A1a	一级		⿰土及	jī	土	6	121354	484580	0
U+6267	执	執	执	A1a	一级		⿰扌丸	zhí	手（扌龵）	6	121354	2199213	1
U+6269	扩	擴	扩	A1a	一级		⿰扌广	kuò	手（扌龵）	6	121413	1164275	0
U+626B	扫	掃	扫	A1a	一级		⿰扌彐	sǎo / sào	手（扌龵）	6	121511	401825	1
U+5730	地	地	地	A1a	一级		⿰土也	de / dì	土	6	121525	20613462	1
U+573A	场	場	场	A1a	一级		⿰土𠃓	cháng / chǎng	土	6	121533	17048094	1
U+626C	扬	揚	扬	A1a	一级		⿰扌𠃓	yáng	手（扌龵）	6	121533	762357	1
U+8033	耳	耳	耳	A1a	一级	★	⿹丅⿺丄二	ěr	耳	6	122111	459702	1
U+5171	共	共	共	A1a	一级		⿱龷八	gòng	八	6	122134	5312521	1
U+8292	芒	芒	芒	A1a	一级		⿱艹亡	máng	艸（艹）	6	122415	81557	0
U+4E9A	亚	亞	亚	A1a	一级		⿱一业	yà	一	6	122431	4296751	1
U+829D	芝	芝	芝	A1a	一级		⿱艹之	zhī	艸（艹）	6	122454	226933	0
U+673D	朽	朽	朽	A1a	一级		⿰木丂	xiǔ	木	6	123415	21630	0
U+6734	朴	樸	朴	A1a	一级		⿰木卜	piáo / pō / pò / pǔ	木	6	123424	246584	0
U+673A	机	機	机	A1a	一级		⿰木几	jī	木	6	123435	12662708	1
U+6743	权	權	权	A1a	一级		⿰木又	quán	木	6	123454	4660576	1
U+8FC7	过	過	过	A1a	一级		⿺辶寸	guō / guò	辵（辶⻍）	6	124454	16582604	1
U+81E3	臣	臣	臣	A1a	一级	★	⿷匚⿳丨コ丨	chén	臣	6	125125	175241	1
U+518D	再	再	再	A1a	一级		⿱一冉	zài	冂	6	125211	4606617	1
U+534F	协	協	协	A1a	一级		⿰十办	xié	十	6	125344	3328937	1
U+897F	西	西	西	A1a	一级	★	⿱一𠁤	xī	西（覀）	6	125351	6878697	1
U+538B	压	壓	压	A1a	一级		⿸厂圡	yā / yà	厂	6	131214	1917767	1
U+538C	厌	厭	厌	A1a	一级		⿸厂犬	yàn	厂	6	131344	78540	0
U+5728	在	在	在	A1a	一级		⿸𠂇⿰丨土	zài	土	6	132121	55387302	1
U+767E	百	百	百	A1a	一级		⿱一白	bǎi	白	6	132511	3001528	1
U+6709	有	有	有	A1a	一级		⿸𠂇⺝	yǒu / yòu	肉（⺼月）	6	132511	45167408	1
U+5B58	存	存	存	A1a	一级		⿸𠂇⿰丨子	cún	子	6	132521	3071513	1
U+800C	而	而	而	A1a	一级	★	⿱一𦓐	ér	而	6	132522	12229503	1
U+9875	页	頁	页	A1a	一级	★	⿱丆贝	yè	页（頁）	6	132534	325202	1
U+5320	匠	匠	匠	A1a	一级		⿷匚斤	jiàng	匚	6	133125	64154	0
U+5938	夸	誇	夸	A1a	一级		⿱大亏	kuā	大	6	134115	137558	0
U+593A	夺	奪	夺	A1a	一级		⿱大寸	duó	大	6	134124	805845	1
U+7070	灰	灰	灰	A1a	一级		⿸丆火	huī	火（灬）	6	134334	292523	1
U+8FBE	达	達	达	A1a	一级		⿺辶大	dá	辵（辶⻍）	6	134454	6264761	1
U+5217	列	列	列	A1a	一级		⿰歹刂	liè	刀（刂）	6	135422	2387182	1
U+6B7B	死	死	死	A1a	一级		⿸歹匕	sǐ	歹（歺）	6	135435	1802235	1
U+6210	成	成	成	A1a	一级		⿵戊丁	chéng	戈	6	135534	20124913	1
U+5939	夹	夾	夹	A1a	一级		⿻大䒑	gā / jiā / jiá	一	6	143134	153897	0
U+5937	夷	夷	夷	A1a	一级		⿻大弓	yí	大	6	151534	65967	0
U+8F68	轨	軌	轨	A1a	一级		⿰车九	guǐ	车（車）	6	152135	429289	0
U+5212	划	劃	划	A1a	一级		⿰戈刂	huá / huà	刀（刂）	6	153422	3250336	1
U+8FC8	迈	邁	迈	A1a	一级		⿺辶万	mài	辵（辶⻍）	6	153454	389884	0
U+6BD5	毕	畢	毕	A1a	一级		⿱比十	bì	比	6	153512	1048133	1
U+81F3	至	至	至	A1a	一级	★	⿱𠫔土	zhì	至	6	154121	6968188	1
U+6B64	此	此	此	A1a	一级		⿰止匕	cǐ	止	6	212135	9194229	1
U+5E08	师	師	师	A1a	一级		⿰⿰丨丿帀	shī	巾	6	231252	4316803	1
U+5C18	尘	塵	尘	A1a	一级		⿱小土	chén	小	6	234121	222545	1
U+5C16	尖	尖	尖	A1a	一级		⿱小大	jiān	小	6	234134	294153	1
U+52A3	劣	劣	劣	A1a	一级		⿱少力	liè	力	6	234353	219240	0
U+5149	光	光	光	A1a	一级		⿱⺌兀	guāng	儿	6	243135	3414828	1
U+5F53	当	當	当	A1a	一级		⿱⺌⺕	dāng / dàng	⺌	6	243511	10754997	1
U+65E9	早	早	早	A1a	一级		⿱日十	zǎo	日	6	251112	2368570	1
U+5401	吁	籲	吁	A1a	一级		⿰口于	xū / yū / yù	口	6	251112	215974	0
U+5410	吐	吐	吐	A1a	一级		⿰口土	tǔ / tù	口	6	251121	205474	1
U+5413	吓	嚇	吓	A1a	一级		⿰口下	hè / xià	口	6	251124	139412	0
U+866B	虫	蟲	虫	A1a	一级	★	⿱中⿰㇀丶	chóng	虫	6	251214	216571	0
U+66F2	曲	曲	曲	A1a	一级		⿻口卄	qū / qǔ	曰	6	251221	979646	1
U+56E2	团	團	团	A1a	一级		⿴囗才	tuán	囗	6	251231	4687148	1
U+540C	同	同	同	A1a	一级		⿵冂𠮛	tóng / tòng	口	6	251251	13239814	1
U+540A	吊	吊	吊	A1a	一级		⿱口巾	diào	口	6	251252	172317	0
U+5403	吃	喫	吃	A1a	一级		⿰口乞	chī	口	6	251315	1740123	1
U+56E0	因	因	因	A1a	一级		⿴囗大	yīn	囗	6	251341	8541391	1
U+5438	吸	吸	吸	A1a	一级		⿰口及	xī	口	6	251354	1310441	1
U+5417	吗	嗎	吗	A1a	一级		⿰口马	má / mǎ / ma	口	6	251551	962773	1
U+5C81	岁	歲	岁	A1a	一级		⿱山夕	suì	山	6	252354	2483519	1
U+5E06	帆	帆	帆	A1a	一级		⿰巾凡	fān	巾	6	252354	171571	0
U+56DE	回	回	回	A1a	一级		⿴囗口	huí	囗	6	252511	6249581	1
U+5C82	岂	豈	岂	A1a	一级		⿱山己	qǐ	山	6	252515	41228	0
U+5219	则	則	则	A1a	一级		⿰贝刂	zé	刀（刂）	6	253422	3429252	1
U+521A	刚	剛	刚	A1a	一级		⿰冈刂	gāng	刀（刂）	6	253422	2144679	1
U+7F51	网	網	网	A1a	一级	★	⿵冂⿰㐅㐅	wǎng	冂	6	253434	8410091	1
U+8089	肉	肉	肉	A1a	一级	★	⿵内人	ròu	肉（⺼月）	6	253434	808899	1
U+5E74	年	年	年	A1a	一级		⿱𠂉㐄	nián	干	6	311212	35417798	1
U+6731	朱	朱	朱	A1a	一级		⿰㇒未	zhū	木	6	311234	762571	1
U+5148	先	先	先	A1a	一级	★	⿰㇒圥	xiān	儿	6	312135	5719996	1
U+4E22	丢	丟	丢	A1a	一级		⿱㇒去	diū	一	6	312154	277625	1
U+5EF7	廷	廷	廷	A1a	一级		⿺廴壬	tíng	廴	6	312154	256889	0
U+820C	舌	舌	舌	A1a	一级	★	⿱一古	shé	舌	6	312251	101609	0
U+7AF9	竹	竹	竹	A1a	一级	★	⿰亇亇	zhú	竹（⺮）	6	312312	293425	1
U+8FC1	迁	遷	迁	A1a	一级		⿺辶千	qiān	辵（辶⻍）	6	312454	549053	0
U+4E54	乔	喬	乔	A1a	一级		⿱丿夰	qiáo	大	6	313432	405745	1
U+4F1F	伟	偉	伟	A1a	一级		⿰亻韦	wěi	人（亻）	6	321152	1154877	1
U+4F20	传	傳	传	A1a	一级		⿰亻专	chuán / zhuàn	人（亻）	6	321154	4960645	1
U+4F11	休	休	休	A1a	一级		⿰亻木	xiū	人（亻）	6	321234	1082104	1
U+4F0D	伍	伍	伍	A1a	一级		⿰亻五	wǔ	人（亻）	6	321251	671824	1
U+4F0F	伏	伏	伏	A1a	一级		⿰亻犬	fú	人（亻）	6	321344	340502	1
U+4F18	优	優	优	A1a	一级		⿰亻尤	yōu	人（亻）	6	321354	3516745	1
U+4F10	伐	伐	伐	A1a	一级		⿰亻戈	fá	人（亻）	6	321534	185249	0
U+5EF6	延	延	延	A1a	一级		⿺廴⿱丿止	yán	廴	6	321554	1258717	1
U+4EF2	仲	仲	仲	A1a	一级		⿰亻中	zhòng	人（亻）	6	322512	184044	1
U+4EF6	件	件	件	A1a	一级		⿰亻牛	jiàn	人（亻）	6	323112	5478509	1
U+4EFB	任	任	任	A1a	一级		⿰亻壬	rén / rèn	人（亻）	6	323121	6708818	1
U+4F24	伤	傷	伤	A1a	一级		⿰亻𱐩	shāng	人（亻）	6	323153	2013665	1
U+4EF7	价	價	价	A1a	一级		⿰亻介	jià / jiè / jie	人（亻）	6	323432	8721920	1
U+4F26	伦	倫	伦	A1a	一级		⿰亻仑	lún	人（亻）	6	323435	914557	1
U+4EFD	份	份	份	A1a	一级		⿰亻分	fèn	人（亻）	6	323453	4097443	1
U+534E	华	華	华	A1a	一级		⿱化十	huā / huá / huà	十	6	323512	6222675	1
U+4EF0	仰	仰	仰	A1a	一级		⿰亻卬	yǎng	人（亻）	6	323552	154715	1
U+4EFF	仿	仿	仿	A1a	一级		⿰亻方	fǎng	人（亻）	6	324153	291170	1
U+4F19	伙	夥	伙	A1a	一级		⿰亻火	huǒ	人（亻）	6	324334	760299	1
U+4F2A	伪	僞	伪	A1a	一级		⿰亻为	wěi	人（亻）	6	324354	207184	0
U+81EA	自	自	自	A1a	一级	★	⿱㇒目	zì	自	6	325111	14569431	1
U+4F0A	伊	伊	伊	A1a	一级		⿰亻尹	yī	人（亻）	6	325113	1194463	1
U+8840	血	血	血	A1a	一级	★	⿱㇒皿	xiě / xuè	血	6	325221	1337042	1
U+5411	向	向	向	A1a	一级		⿱㇒冋	xiàng	口	6	325251	6762925	1
U+4F3C	似	似	似	A1a	一级		⿰亻以	shì / sì	人（亻）	6	325434	1317578	1
U+540E	后	後	后	A1a	一级		⿸𠂆𠮛	hòu	口	6	331251	18987257	1
U+884C	行	行	行	A1a	一级	★	⿰彳亍	háng / xíng	行	6	332112	23991730	1
U+821F	舟	舟	舟	A1a	一级	★	⿱丿𮯱	zhōu	舟	6	335414	235014	0
U+5168	全	全	全	A1a	一级		⿱人王	quán	入	6	341121	16067061	1
U+4F1A	会	會	会	A1a	一级		⿱人云	huì / kuài	人（亻）	6	341154	27339557	1
U+6740	杀	殺	杀	A1a	一级		⿱㐅木	shā	木	6	341234	950209	1
U+5408	合	合	合	A1a	一级		⿱亼口	gě / hé	口	6	341251	11476742	1
U+5146	兆	兆	兆	A1a	一级		⿰冫⿺儿⿱丿丶	zhào	儿	6	341534	162329	0
U+4F01	企	企	企	A1a	一级		⿱人止	qǐ	人（亻）	6	342121	6263434	1
U+4F17	众	衆	众	A1a	一级		⿱人从	zhòng	人（亻）	6	343434	4516806	1
U+7237	爷	爺	爷	A1a	一级		⿱父卩	yé	父	6	343452	402337	1
U+4F1E	伞	傘	伞	A1a	一级		⿻个䒑	sǎn	人（亻）	6	344312	85970	0
U+521B	创	創	创	A1a	一级		⿰仓刂	chuāng / chuàng	刀（刂）	6	345522	5278445	1
U+808C	肌	肌	肌	A1a	一级		⿰月几	jī	肉（⺼月）	6	351135	189657	0
U+6735	朵	朵	朵	A1a	一级		⿱几木	duǒ	木	6	351234	149872	0
U+6742	杂	雜	杂	A1a	一级		⿱九木	zá	木	6	351234	804461	1
U+5371	危	危	危	A1a	一级		⿱勹厄	wēi	卩（㔾）	6	351355	1361357	1
U+65E8	旨	旨	旨	A1a	一级		⿱匕日	zhǐ	日	6	352511	196905	0
U+8D1F	负	負	负	A1a	一级		⿱⺈贝	fù	贝（貝）	6	352534	3014876	1
U+5308	匈	匈	匈	A1a	一级		⿹勹凶	xiōng	勹	6	353452	34948	0
U+540D	名	名	名	A1a	一级		⿱夕口	míng	口	6	354251	10074925	1
U+5404	各	各	各	A1a	一级		⿱叉口	gě / gè	口	6	354251	6005581	1
U+591A	多	多	多	A1a	一级		⿱夕夕	duō	夕	6	354354	18719510	1
U+4E89	争	爭	争	A1a	一级		⿻刍亅	zhēng	亅	6	355112	2770277	1
U+8272	色	色	色	A1a	一级	★	⿱刀巴	sè / shǎi	色	6	355215	4003244	1
U+58EE	壮	壯	壮	A1a	一级		⿰丬士	zhuàng	士	6	412121	325485	1
U+51B2	冲	衝	冲	A1a	一级		⿰冫中	chōng / chòng	冫	6	412512	1395619	1
U+51B0	冰	冰	冰	A1a	一级		⿰冫水	bīng	冫	6	412534	822222	1
U+5E84	庄	莊	庄	A1a	一级		⿱丶圧	zhuāng	广	6	413121	720880	1
U+5E86	庆	慶	庆	A1a	一级		⿸广大	qìng	广	6	413134	1554347	1
U+4EA6	亦	亦	亦	A1a	一级		⿱亠⿰丿小	yì	亠	6	413234	361945	1
U+5218	刘	劉	刘	A1a	一级		⿰文刂	liú	刀（刂）	6	413422	2488850	1
U+9F50	齐	齊	齐	A1a	一级	★	⿱文⿰丿丨	qí	齐（齊）	6	413432	1060359	1
U+4EA4	交	交	交	A1a	一级		⿱亠父	jiāo	亠	6	413434	8596007	1
U+8863	衣	衣	衣	A1a	一级	★	⿱亠𧘇	yī / yì	衣（衤）	6	413534	901680	1
U+6B21	次	次	次	A1a	一级		⿰二欠	cì	欠	6	413534	10952365	1
U+4EA7	产	產	产	A1a	一级		⿱文厂	chǎn	亠	6	414313	13420895	1
U+51B3	决	決	决	A1a	一级		⿰冫夬	jué	冫	6	415134	5037097	1
U+5145	充	充	充	A1a	一级		⿱亠允	chōng	儿	6	415435	1980174	1
U+95ED	闭	閉	闭	A1a	一级		⿵门才	bì	门（門）	6	425123	588535	1
U+95EE	问	問	问	A1a	一级		⿵门口	wèn	门（門）	6	425251	7228333	1
U+95EF	闯	闖	闯	A1a	一级		⿵门马	chuǎng	门（門）	6	425551	187738	0
U+7F8A	羊	羊	羊	A1a	一级	★	⿱䒑⿻二丨	yáng	羊	6	431112	673906	1
U+5E76	并	並	并	A1a	一级		⿱䒑廾	bīng / bìng	干	6	431132	8355944	1
U+5173	关	關	关	A1a	一级		⿱䒑大	guān	丷	6	431134	12754483	1
U+7C73	米	米	米	A1a	一级	★	⿻丷木	mǐ	米	6	431234	3469255	1
U+706F	灯	燈	灯	A1a	一级		⿰火丁	dēng	火（灬）	6	433412	732026	1
U+5DDE	州	州	州	A1a	一级		⿻川⿲丶丶丶	zhōu	川	6	434242	4809733	1
U+6C57	汗	汗	汗	A1a	一级		⿰氵干	hán / hàn	水（氵氺）	6	441112	281104	0
U+6C61	污	污	污	A1a	一级		⿰氵亏	wū	水（氵氺）	6	441115	889278	1
U+6C5F	江	江	江	A1a	一级		⿰氵工	jiāng	水（氵氺）	6	441121	3753348	1
U+6C60	池	池	池	A1a	一级		⿰氵也	chí	水（氵氺）	6	441525	507670	1
U+6C64	汤	湯	汤	A1a	一级		⿰氵𠃓	shāng / tāng	水（氵氺）	6	441533	361943	1
U+5FD9	忙	忙	忙	A1a	一级		⿰忄亡	máng	心（忄⺗）	6	442415	627603	1
U+5174	兴	興	兴	A1a	一级		⿳𭕄一八	xīng / xìng	八	6	443134	2224067	1
U+5B87	宇	宇	宇	A1a	一级		⿱宀于	yǔ	宀	6	445112	565185	1
U+5B88	守	守	守	A1a	一级		⿱宀寸	shǒu	宀	6	445124	1254023	1
U+5B85	宅	宅	宅	A1a	一级		⿱宀乇	zhái	宀	6	445315	554543	0
U+5B57	字	字	字	A1a	一级		⿱宀子	zì	子	6	445521	2565712	1
U+5B89	安	安	安	A1a	一级		⿱宀女	ān	宀	6	445531	9099660	1
U+8BB2	讲	講	讲	A1a	一级		⿰讠井	jiǎng	言（訁讠）	6	451132	2001907	1
U+519B	军	軍	军	A1a	一级		⿱冖车	jūn	车（車）	6	451512	4621309	1
U+8BB8	许	許	许	A1a	一级		⿰讠午	xǔ	言（訁讠）	6	453112	2700578	1
U+8BBA	论	論	论	A1a	一级		⿰讠仑	lún / lùn	言（訁讠）	6	453435	3378523	1
U+519C	农	農	农	A1a	一级		⿻冖𧘇	nóng	冖	6	453534	3495850	1
U+8BBE	设	設	设	A1a	一级		⿰讠殳	shè	言（訁讠）	6	453554	7995057	1
U+8BBF	访	訪	访	A1a	一级		⿰讠方	fǎng	言（訁讠）	6	454153	2205332	1
U+5BFB	寻	尋	寻	A1a	一级		⿱彐寸	xún	彐（⺕彑）	6	511124	832481	1
U+90A3	那	那	那	A1a	一级		⿰⿻刀二阝	nā / nà / nèi	邑（阝）	6	511352	5656292	1
U+8FC5	迅	迅	迅	A1a	一级		⿺辶卂	xùn	辵（辶⻍）	6	512454	700216	1
U+5C3D	尽	盡	尽	A1a	一级		⿱尺⺀	jǐn / jìn	尸	6	513444	2087615	1
U+5BFC	导	導	导	A1a	一级		⿱巳寸	dǎo	寸	6	515124	5597805	1
U+5F02	异	異	异	A1a	一级		⿱己廾	yì	廾	6	515132	996407	1
U+5B59	孙	孫	孙	A1a	一级		⿰子小	sūn	子	6	521234	1066140	1
U+9635	阵	陣	阵	A1a	一级		⿰阝车	zhèn	阜（阝）	6	521512	974668	1
U+9633	阳	陽	阳	A1a	一级		⿰阝日	yáng	阜（阝）	6	522511	2266354	1
U+6536	收	收	收	A1a	一级		⿰丩攵	shōu	攴（攵）	6	523134	7406913	1
U+9636	阶	階	阶	A1a	一级		⿰阝介	jiē	阜（阝）	6	523432	1140296	1
U+9634	阴	陰	阴	A1a	一级		⿰阝月	yīn	阜（阝）	6	523511	387226	1
U+9632	防	防	防	A1a	一级		⿰阝方	fáng	阜（阝）	6	524153	4030329	1
U+5982	如	如	如	A1a	一级		⿰女口	rú	女	6	531251	9388533	1
U+5987	妇	婦	妇	A1a	一级		⿰女彐	fù	女	6	531511	705669	1
U+597D	好	好	好	A1a	一级		⿰女子	hǎo / hào	女	6	531521	10918635	1
U+5979	她	她	她	A1a	一级		⿰女也	tā	女	6	531525	4629902	1
U+5988	妈	媽	妈	A1a	一级		⿰女马	mā	女	6	531551	1262043	1
U+620F	戏	戲	戏	A1a	一级		⿰又戈	hū / xì	戈	6	541534	1531759	1
U+7FBD	羽	羽	羽	A1a	一级	★	⿰习习	yǔ	羽	6	541541	248426	0
U+89C2	观	觀	观	A1a	一级		⿰又见	guān / guàn	见	6	542535	4431086	1
U+6B22	欢	歡	欢	A1a	一级		⿰又欠	huān	欠	6	543534	1570792	1
U+4E70	买	買	买	A1a	一级		⿱乛头	mǎi	大	6	544134	3071903	1
U+7EA2	红	紅	红	A1a	一级		⿰纟工	gōng / hóng	糸（糹纟）	6	551121	2844877	1
U+7EA4	纤	纖	纤	A1a	一级		⿰纟千	qiàn / xiān	糸（糹纟）	6	551312	122264	0
U+7EA6	约	約	约	A1a	一级		⿰纟勺	yāo / yuē	糸（糹纟）	6	551354	4016846	1
U+7EA7	级	級	级	A1a	一级		⿰纟及	jí	糸（糹纟）	6	551354	5179409	1
U+7EAA	纪	紀	纪	A1a	一级		⿰纟己	jǐ / jì	糸（糹纟）	6	551515	2246703	1
U+9A70	驰	馳	驰	A1a	一级		⿰马也	chí	马（馬）	6	551525	249107	0
U+5DE1	巡	巡	巡	A1a	一级		⿺辶巛	xún	巛	6	555454	678248	0
U+5BFF	寿	壽	寿	A1a	一级		⿱丰寸	shòu	寸	7	1113124	364567	1
U+5F04	弄	弄	弄	A1a	一级		⿱干开	lòng / nòng（旧读lòng）	廾	7	1121132	238870	1
U+9EA6	麦	麥	麦	A1a	一级	★	⿱龶夂	mài	麦（麥）	7	1121354	558104	1
U+739B	玛	瑪	玛	A1a	一级		⿰王马	mǎ	玉（𤣩王）	7	1121551	254756	0
U+5F62	形	形	形	A1a	一级		⿰开彡	xíng	彡	7	1132333	3686857	1
U+8FDB	进	進	进	A1a	一级		⿺辶井	jìn	辵（辶⻍）	7	1132454	15910361	1
U+6212	戒	戒	戒	A1a	一级		⿹戈廾	jiè	戈	7	1132534	259495	0
U+541E	吞	吞	吞	A1a	一级		⿱一夻	tūn	口	7	1134251	116752	0
U+8FDC	远	遠	远	A1a	一级		⿺辶元	yuǎn	辵（辶⻍）	7	1135454	2288057	1
U+8FDD	违	違	违	A1a	一级		⿺辶韦	wéi	辵（辶⻍）	7	1152454	1616652	1
U+8FD0	运	運	运	A1a	一级		⿺辶云	yùn	辵（辶⻍）	7	1154454	5821327	1
U+6276	扶	扶	扶	A1a	一级		⿰扌夫	fú	手（扌龵）	7	1211134	705354	1
U+629A	抚	撫	抚	A1a	一级		⿰扌无	fǔ	手（扌龵）	7	1211135	184696	0
U+575B	坛	壇	坛	A1a	一级		⿰土云	tán	土	7	1211154	715543	0
U+6280	技	技	技	A1a	一级		⿰扌支	jì	手（扌龵）	7	1211254	4744470	1
U+574F	坏	壞	坏	A1a	一级		⿰土不	huài	土	7	1211324	587768	1
U+6270	扰	擾	扰	A1a	一级		⿰扌尤	rǎo	手（扌龵）	7	1211354	359946	1
U+62D2	拒	拒	拒	A1a	一级		⿰扌巨	jù	手（扌龵）	7	1211515	454664	1
U+627E	找	找	找	A1a	一级		⿰扌戈	zhǎo	手（扌龵）	7	1211534	1973089	1
U+6279	批	批	批	A1a	一级		⿰扌比	pī	手（扌龵）	7	1211535	2479177	1
U+5740	址	址	址	A1a	一级		⿰土止	zhǐ	土	7	1212121	406875	0
U+626F	扯	扯	扯	A1a	一级		⿰扌止	chě	手（扌龵）	7	1212121	82746	0
U+8D70	走	走	走	A1a	一级	★	⿱土龰	zǒu	走	7	1212134	4021666	1
U+6284	抄	抄	抄	A1a	一级		⿰扌少	chāo	手（扌龵）	7	1212343	126752	0
U+8D21	贡	貢	贡	A1a	一级		⿱工贝	gòng	贝（貝）	7	1212534	575174	0
U+575D	坝	壩	坝	A1a	一级		⿰土贝	bà	土	7	1212534	141714	0
U+653B	攻	攻	攻	A1a	一级		⿰工攵	gōng	攴（攵）	7	1213134	1312344	1
U+8D64	赤	赤	赤	A1a	一级	★	⿱土⿰丿小	chì	赤	7	1213234	187641	1
U+6298	折	折	折	A1a	一级		⿰扌斤	shé / zhē / zhé	手（扌龵）	7	1213312	883519	1
U+6293	抓	抓	抓	A1a	一级		⿰扌爪	zhuā	手（扌龵）	7	1213324	1166601	1
U+626E	扮	扮	扮	A1a	一级		⿰扌分	bàn	手（扌龵）	7	1213453	244056	0
U+62A2	抢	搶	抢	A1a	一级		⿰扌仓	qiāng / qiǎng	手（扌龵）	7	1213455	1029709	1
U+5B5D	孝	孝	孝	A1a	一级		⿱耂子	xiào	子	7	1213521	175885	0
U+5747	均	均	均	A1a	一级		⿰土勻	jūn	土	7	1213541	2913923	1
U+6291	抑	抑	抑	A1a	一级		⿰扌卬	yì	手（扌龵）	7	1213552	221234	0
U+629B	抛	拋	抛	A1a	一级		⿺扏力	pāo	手（扌龵）	7	1213553	232401	0
U+6295	投	投	投	A1a	一级		⿰扌殳	tóu	手（扌龵）	7	1213554	6552058	1
U+575F	坟	墳	坟	A1a	一级		⿰土文	fén	土	7	1214134	39570	0
U+5751	坑	坑	坑	A1a	一级		⿰土亢	kēng	土	7	1214135	168942	0
U+6297	抗	抗	抗	A1a	一级		⿰扌亢	kàng	手（扌龵）	7	1214135	1175058	1
U+574A	坊	坊	坊	A1a	一级		⿰土方	fāng / fáng	土	7	1214153	282639	0
U+6296	抖	抖	抖	A1a	一级		⿰扌斗	dǒu	手（扌龵）	7	1214412	85298	0
U+62A4	护	護	护	A1a	一级		⿰扌戶	hù	手（扌龵）	7	1214513	3110438	1
U+58F3	壳	殼	壳	A1a	一级		⿱士冗	ké / qiào	士	7	1214535	176428	0
U+5FD7	志	志	志	A1a	一级		⿱士心	zhì	心（忄⺗）	7	1214544	2508786	1
U+5757	块	塊	块	A1a	一级		⿰土夬	kuài	土	7	1215134	1572281	1
