汉字	全码	简码	容错码	一级简码	二级简码	键名字根	笔画字根	成字字根	字根拆解	笔画拆解
孙	biy	bi		0	1	0	0	0	※※	
阵	blh	bl		0	1	0	0	0	※※	
阳	bjg	bj		0	1	0	0	0	※※	
收	nhty	nh/nht		0	1	0	0	0	※※※	
阶	bwjh	bwj		0	0	0	0	0	※※※	
阴	beg	be		0	1	0	0	0	※※	
防	byn	by	*byn/byt	0	1	0	0	0	※※	
奸	vfh			0	0	0	0	0	※※	
如	vkg	vk		0	1	0	0	0	※※	
妇	vvg	vv		0	1	0	0	0	※※	
妃	vnn			0	0	0	0	0	※※	
好	vbg	vb		0	1	0	0	0	※※	
她	vbn			0	0	0	0	0	※※	
妈	vcg	vc		0	1	0	0	0	※※	
戏	cat	ca	*cat/cay	0	1	0	0	0	※※	
羽	nnyg	nny		0	0	0	0	1	※※※	
观	cmqn	cm/cmq		0	1	0	0	0	※※※	
欢	cqwy	cqw		0	0	0	0	0	※※※	
买	nudu			0	0	0	0	0	※※※	
红	xag	xa		0	1	0	0	0	※※	
驮	cdy			0	0	0	0	0	※※	
纤	xtfh	xtf		0	0	0	0	0	※※※	
驯	ckh			0	0	0	0	0	※※	
约	xqyy	xq/xqy		0	1	0	0	0	※※※	
级	xeyy	xe/xey		0	1	0	0	0	※※※	
纪	xnn	xn		0	1	0	0	0	※※	
驰	cbn			0	0	0	0	0	※※	
纫	xvyy	xvy		0	0	0	0	0	※※※	
巡	vpv	vp		0	1	0	0	0	※※	
寿	dtfu	dtf		0	0	0	0	0	※※※	
弄	gaj			0	0	0	0	0	※※	
麦	gtu			0	0	0	0	0	※※	
玖	gqyy	gqy		0	0	0	0	0	※※※	
玛	gcg			0	0	0	0	0	※※	
形	gaet	gae		0	0	0	0	0	※※※	
进	fjpk	fj/fjp		0	1	0	0	0	※※※	
戒	aak		aa	0	0	0	0	0	※※	
吞	gdkf	gdk		0	0	0	0	0	※※※	
远	fqpv	fqp		0	0	0	0	0	※※※	
违	fnhp			0	0	0	0	0	※※※	
韧	fnhy			0	0	0	0	0	※※※	
运	fcpi	fcp		0	0	0	0	0	※※※	
扶	rfwy	rfw		0	0	0	0	0	※※※	
抚	rfqn	rfq		0	0	0	0	0	※※※	
坛	ffcy	ffc		0	0	0	0	0	※※※	
技	rfcy	rfc		0	0	0	0	0	※※※	
坏	fgiy	fgi		0	0	0	0	0	※※※	
抠	raqy	raq		0	0	0	0	0	※※※	
扰	rdnn	rdn		0	0	0	0	0	※※※	
扼	rdbn	rdb		0	0	0	0	0	※※※	
拒	rang	ran		0	0	0	0	0	※※※	
找	rat	ra	*rat/ray	0	1	0	0	0	※※	
批	rxxn	rx/rxx		0	1	0	0	0	※※※	
址	fhg			0	0	0	0	0	※※	
扯	rhg			0	0	0	0	0	※※	
走	fhu			0	0	0	0	0	※※	
抄	ritt	rit		0	0	0	0	0	※※※	
贡	amu	am		0	1	0	0	0	※※	
汞	aiu			0	0	0	0	0	※※	
坝	fmy			0	0	0	0	0	※※	
攻	aty	at		0	1	0	0	0	※※	
赤	fou	fo		0	1	0	0	0	※※	
折	rrh	rr		0	1	0	0	0	※※	
抓	rrhy			0	0	0	0	0	※※※	
扳	rrcy	rrc		0	0	0	0	0	※※※	
抡	rwxn	rwx		0	0	0	0	0	※※※	
扮	rwvn	rwv	*rwvn/rwvt	0	0	0	0	0	※※※	
抢	rwbn	rwb		0	0	0	0	0	※※※	
孝	ftbf	ftb		0	0	0	0	0	※※※	
坎	fqwy	fqw		0	0	0	0	0	※※※	
均	fqug	fqu		0	0	0	0	0	※※※	
抑	rqbh	rqb		0	0	0	0	0	※※※	
抛	rvln	rvl	*rvln/rvlt	0	0	0	0	0	※※※	
投	rmcy	rmc		0	0	0	0	0	※※※	
坟	fyy	fy		0	1	0	0	0	※※	
坑	fymn	fym		0	0	0	0	0	※※※	
抗	rymn			0	0	0	0	0	※※※	
坊	fyn		*fyn/fyt/tyt	0	0	0	0	0	※※	
抖	rufh		ruf	0	0	0	0	0	※※※	
护	rynt	ryn		0	0	0	0	0	※※※	
壳	fpmb	fpm		0	0	0	0	0	※※※	
志	fnu	fn		0	1	0	0	0	※※	
块	fnwy	fnw		0	0	0	0	0	※※※	
扭	rnfg		*rnf/rnh/rnfg/rnhf	0	0	0	0	0	※※※	
声	fnr			0	0	0	0	0	※※	
把	rcn			0	0	0	0	0	※※	
报	rbcy	rb/rbc		0	1	0	0	0	※※※	
拟	rnyw	rny		0	0	0	0	0	※※※	
却	fcbh	fcb		0	0	0	0	0	※※※	
抒	rcbh	rcb		0	0	0	0	0	※※※	
劫	fcln		*fcln/fclt	0	0	0	0	0	※※※	
芙	afwu			0	0	0	0	0	※※※	
芜	afqb			0	0	0	0	0	※※※	
苇	afnh	afn		0	0	0	0	0	※※※	
芽	aaht	aah		0	0	0	0	0	※※※	
花	awxb	awx	aw	0	0	0	0	0	※※※	
芹	arj		ar	0	0	0	0	0	※※	
芥	awjj	awj		0	0	0	0	0	※※※	
芬	awvb	awv	*awvb/awvr	0	0	0	0	0	※※※	
苍	awbb	awb		0	0	0	0	0	※※※	
芳	ayb	ay	*ayb/ayr	0	1	0	0	0	※※	
严	godr	god		0	0	0	0	0	※※※	
芦	aynr			0	0	0	0	0	※※※	
芯	anu			0	0	0	0	0	※※	
劳	aplb	apl	*aplb/aplr	0	0	0	0	0	※※※	
克	dqb	dq		0	1	0	0	0	※※	
芭	acb	ac		0	1	0	0	0	※※	
苏	alwu	alw		0	0	0	0	0	※※※	
杆	sfh			0	0	0	0	0	※※	
杠	sag			0	0	0	0	0	※※	
杜	sfg			0	0	0	0	0	※※	
材	sftt	sft		0	0	0	0	0	※※※	
村	sfy	sf		0	1	0	0	0	※※	
杖	sdyy	sdy		0	0	0	0	0	※※※	
杏	skf			0	0	0	0	0	※※	
杉	set			0	0	0	0	0	※※	
巫	awwi	aww		0	0	0	0	0	※※※	
极	seyy	se/sey		0	1	0	0	0	※※※	
李	sbf	sb		0	1	0	0	0	※※	
杨	snrt	sn/snr		0	1	0	0	0	※※※	
求	fiyi	fiy		0	0	0	0	0	※※※	
甫	gehy	geh		0	0	0	0	0	※※※	
匣	alk			0	0	0	0	0	※※	
更	gjqi	gjq		0	0	0	0	0	※※※	
束	gkii	gki		0	0	0	0	0	※※※	
吾	gkf			0	0	0	0	0	※※	
豆	gkuf	gku		0	0	0	0	0	※※※	
两	gmww			0	0	0	0	0	※※※	
酉	sgd			0	0	0	0	0	※※	
丽	gmyy	gmy		0	0	0	0	0	※※※	
医	atdi	atd	at	0	0	0	0	0	※※※	
辰	dfei	dfe		0	0	0	0	0	※※※	
励	ddnl			0	0	0	0	0	※※※	
否	gikf	gik		0	0	0	0	0	※※※	
还	gipi	gip		0	0	0	0	0	※※※	
尬	dnwj		dnw/vwjk	0	0	0	0	0	※※※	
歼	gqtf	gqt		0	0	0	0	0	※※※	
来	goi	go		0	1	0	0	0	※※	
连	lpk		lp	0	0	0	0	0	※※	
轩	lfh	lf		0	1	0	0	0	※※	
步	hir	hi		0	1	0	0	0	※※	
卤	hlqi	hl/hlq	*hlqi/hlqu	0	1	0	0	0	※※※	
坚	jcff	jcf		0	0	0	0	0	※※※	
肖	ief	ie		0	1	0	0	0	※※	
旱	jfj			0	0	0	0	0	※※	
盯	hsh	hs		0	1	0	0	0	※※	
呈	kgf	kg		0	1	0	0	0	※※	
时	jfy	jf		0	1	0	0	0	※※	
吴	kgdu	kgd		0	0	0	0	0	※※※	
助	egln	egl	*egln/eglt	0	0	0	0	0	※※※	
县	egcu	egc		0	0	0	0	0	※※※	
里	jfd			0	0	0	0	0	※※	
呆	ksu	ks		0	1	0	0	0	※※	
吱	kfcy	kfc		0	0	0	0	0	※※※	
吠	kdy			0	0	0	0	0	※※	
呕	kaqy			0	0	0	0	0	※※※	
园	lfqv	lfq		0	0	0	0	0	※※※	
旷	jyt			0	0	0	0	0	※※	
围	lfnh			0	0	0	0	0	※※※	
呀	kaht	ka/kah		0	1	0	0	0	※※※	
吨	kgbn	kgb		0	0	0	0	0	※※※	
足	khu			0	0	0	0	0	※※	
邮	mbh	mb		0	1	0	0	0	※※	
男	llb	ll	*llb/llr	0	1	0	0	0	※※	
困	lsi	ls		0	1	0	0	0	※※	
吵	kitt	ki/kit		0	1	0	0	0	※※※	
串	kkhk	kkh		0	0	0	0	0	※※※	
员	kmu	km		0	1	0	0	0	※※	
呐	kmwy	kmw		0	0	0	0	0	※※※	
听	krh	kr		0	1	0	0	0	※※	
吟	kwyn			0	0	0	0	0	※※※	
吩	kwvn	kwv	*kwvn/kwvt	0	0	0	0	0	※※※	
呛	kwbn	kwb		0	0	0	0	0	※※※	
吻	kqrt	kqr		0	0	0	0	0	※※※	
吹	kqwy	kqw		0	0	0	0	0	※※※	
呜	kqng			0	0	0	0	0	※※※	
吭	kymn	kym		0	0	0	0	0	※※※	
吧	kcn	kc		0	1	0	0	0	※※	
邑	kcb			0	0	0	0	0	※※	
吼	kbnn		kbn	0	0	0	0	0	※※※	
囤	lgbn	lgb		0	0	0	0	0	※※※	
别	kljh	klj		0	0	0	0	0	※※※	
吮	kcqn	kcq		0	0	0	0	0	※※※	
岖	maqy		maq	0	0	0	0	0	※※※	
岗	mmqu	mmq		0	0	0	0	0	※※※	
帐	mhty	mht		0	0	0	0	0	※※※	
财	mftt	mf/mft		0	1	0	0	0	※※※	
针	qfh	qf		0	1	0	0	0	※※	
钉	qsh		qs	0	1	0	0	0	※※	
牡	trfg			0	0	0	0	0	※※※	
告	tfkf			0	0	0	0	0	※※※	
我	trnt	q/trn	*trnt/trny	1	0	0	0	0	※※※	0/1,2,3/4/5
乱	tdnn	tdn		0	0	0	0	0	※※※	
利	tjh			0	0	0	0	0	※※	
秃	tmb			0	0	0	0	0	※※	
秀	teb	te	*teb/ter	0	1	0	0	0	※※	
私	tcy			0	0	0	0	0	※※	
每	txgu		*txg/txy/txgu/txyy	0	0	0	0	0	※※※	
兵	rgwu	rgw		0	0	0	0	0	※※※	
估	wdg	wd		0	1	0	0	0	※※	
体	wsgg	wsg		0	0	0	0	0	※※※	
何	wskg	wsk		0	0	0	0	0	※※※	
佐	wdag	wda		0	0	0	0	0	※※※	
佑	wdkg	wdk		0	0	0	0	0	※※※	
但	wjgg	wjg		0	0	0	0	0	※※※	
伸	wjhh	wjh		0	0	0	0	0	※※※	
佃	wlg	wl		0	1	0	0	0	※※	
作	wthf	wt		0	1	0	0	0	※※※	
伯	wrg	wr		0	1	0	0	0	※※	
伶	wwyc			0	0	0	0	0	※※※	
佣	weh			0	0	0	0	0	※※	
低	wqay	wqa		0	0	0	0	0	※※※	
你	wqiy	wq/wqi		0	1	0	0	0	※※※	
住	wygg			0	0	0	0	0	※※※	
位	wug			0	0	0	0	0	※※	
伴	wufh	wuf		0	0	0	0	0	※※※	
身	tmdt	tmd		0	0	0	0	0	※※※	
皂	rab			0	0	0	0	0	※※	
伺	wngk	wng		0	0	0	0	0	※※※	
佛	wxjh	wxj		0	0	0	0	0	※※※	
囱	tlqi			0	0	0	0	0	※※※	
近	rpk	rp		0	1	0	0	0	※※	
彻	tavn		*tavn/tavt	0	0	0	0	0	※※※	
役	tmcy	tmc		0	0	0	0	0	※※※	
返	rcpi	rcp		0	0	0	0	0	※※※	
余	wtu			0	0	0	0	0	※※	
希	qdmh	qdm		0	0	0	0	0	※※※	
坐	wwff	wwf		0	0	0	0	0	※※※	
谷	wwkf	wwk		0	0	0	0	0	※※※	
妥	evf	ev		0	1	0	0	0	※※	
含	wynk			0	0	0	0	0	※※※	
邻	wycb			0	0	0	0	0	※※※	
岔	wvmj			0	0	0	0	0	※※※	
肝	efh	ef		0	1	0	0	0	※※	
肛	eag	ea		0	1	0	0	0	※※	
肚	efg			0	0	0	0	0	※※	
肘	efy			0	0	0	0	0	※※	
肠	enrt	enr		0	0	0	0	0	※※※	
龟	qjnb	qjn		0	0	0	0	0	※※※	
甸	qld	ql		0	1	0	0	0	※※	
免	qkqb	qkq		0	0	0	0	0	※※※	
狂	qtgg	qtg		0	0	0	0	0	※※※	
犹	qtdn			0	0	0	0	0	※※※	
狈	qtmy			0	0	0	0	0	※※※	
角	qej	qe		0	1	0	0	0	※※	
删	mmgj			0	0	0	0	0	※※※	
条	tsu	ts		0	1	0	0	0	※※	
彤	myet	mye		0	0	0	0	0	※※※	
卵	qyty		qyt	0	0	0	0	0	※※※	
灸	qyou	qyo		0	0	0	0	0	※※※	
岛	qynm			0	0	0	0	0	※※※	
刨	qnjh			0	0	0	0	0	※※※	
迎	qbpk	qbp		0	0	0	0	0	※※※	
饭	qnrc	qnr		0	0	0	0	0	※※※	
饮	qnqw	qnq		0	0	0	0	0	※※※	
系	txiu	txi		0	0	0	0	0	※※※	
言	yyyy	y/yyy		0	0	1	0	0	※※※	
冻	uaiy	uai		0	0	0	0	0	※※※	
状	udy			0	0	0	0	0	※※	
亩	ylf			0	0	0	0	0	※※	
况	ukqn	ukq		0	0	0	0	0	※※※	
床	ysi			0	0	0	0	0	※※	
库	ylk			0	0	0	0	0	※※	
庇	yxxv	yxx		0	0	0	0	0	※※※	
疗	ubk			0	0	0	0	0	※※	
吝	ykf			0	0	0	0	0	※※	
应	yid			0	0	0	0	0	※※	
这	ypi	p/yp		1	1	0	0	0	※※	
冷	uwyc			0	0	0	0	0	※※※	
庐	yyne			0	0	0	0	0	※※※	
序	ycbk	ycb		0	0	0	0	0	※※※	
辛	uygh			0	0	0	0	1	※※※	
弃	ycaj	yca		0	0	0	0	0	※※※	
冶	uckg	uck		0	0	0	0	0	※※※	
忘	ynnu			0	0	0	0	0	※※※	
闰	ugd	ug		0	1	0	0	0	※※	
闲	usi			0	0	0	0	0	※※	
间	ujd	uj		0	1	0	0	0	※※	
闷	uni			0	0	0	0	0	※※	
判	udjh			0	0	0	0	0	※※※	
兑	ukqb			0	0	0	0	0	※※※	
灶	ofg	of		0	1	0	0	0	※※	
灿	omh	om		0	1	0	0	0	※※	
灼	oqyy	oqy		0	0	0	0	0	※※※	
弟	uxht	uxh		0	0	0	0	0	※※※	
汪	igg	ig		0	1	0	0	0	※※	
沐	isy			0	0	0	0	0	※※	
沛	igmh			0	0	0	0	0	※※※	
汰	idyy	idy		0	0	0	0	0	※※※	
沥	idln	idl	*idln/idlt	0	0	0	0	0	※※※	
沙	iitt	iit		0	0	0	0	0	※※※	
汽	irnn	irn		0	0	0	0	0	※※※	
沃	itdy			0	0	0	0	0	※※※	
沦	iwxn	iwx		0	0	0	0	0	※※※	
汹	iqbh			0	0	0	0	0	※※※	
泛	itpy	itp		0	0	0	0	0	※※※	
沧	iwbn	iwb		0	0	0	0	0	※※※	
没	imcy	im/imc		0	1	0	0	0	※※※	
沟	iqcy	iqc		0	0	0	0	0	※※※	
沪	iynt	iyn		0	0	0	0	0	※※※	
沈	ipqn	ipq		0	0	0	0	0	※※※	
沉	ipmn	ipm		0	0	0	0	0	※※※	
沁	iny	in		0	1	0	0	0	※※	
怀	ngiy	ng/ngi		0	1	0	0	0	※※※	
忧	ndnn	ndn		0	0	0	0	0	※※※	
忱	npqn	np/npq		0	1	0	0	0	※※※	
快	nnwy	nnw		0	0	0	0	0	※※※	
完	pfqb	pfq		0	0	0	0	0	※※※	
宋	psu			0	0	0	0	0	※※	
宏	pdcu	pdc		0	0	0	0	0	※※※	
牢	prhj	prh		0	0	0	0	0	※※※	
究	pwvb	pwv		0	0	0	0	0	※※※	
穷	pwlb	pwl	*pwlb/pwlr	0	0	0	0	0	※※※	
灾	pou	po		0	1	0	0	0	※※	
良	yvei	yv/yve		0	1	0	0	0	※※※	
证	yghg	ygh		0	0	0	0	0	※※※	
启	ynkd	ynk		0	0	0	0	0	※※※	
评	yguh	ygu		0	0	0	0	0	※※※	
补	puhy	puh		0	0	0	0	0	※※※	
初	puvn	puv	*puvn/puvt	0	0	0	0	0	※※※	
社	pyfg	py/pyf		0	1	0	0	0	※※※	
祀	pynn		pyn	0	0	0	0	0	※※※	
识	ykwy	ykw		0	0	0	0	0	※※※	
诈	ythf	yth		0	0	0	0	0	※※※	
诉	yryy	yr/yry		0	1	0	0	0	※※※	
罕	pwfj	pwf		0	0	0	0	0	※※※	
诊	ywet	ywe		0	0	0	0	0	※※※	
词	yngk			0	0	0	0	0	※※※	
译	ycfh	ycf		0	0	0	0	0	※※※	
君	vtkd		vtkf	0	0	0	0	0	※※※	
灵	vou	vo		0	1	0	0	0	※※	
即	vcbh	vcb		0	0	0	0	0	※※※	
层	nfci	nfc		0	0	0	0	0	※※※	
屁	nxxv	nxx		0	0	0	0	0	※※※	
尿	nii			0	0	0	0	0	※※	
尾	ntfn	ntf		0	0	0	0	0	※※※	
迟	nypi	nyp		0	0	0	0	0	※※※	
局	nnkd	nnk		0	0	0	0	0	※※※	
改	nty			0	0	0	0	0	※※	
张	xtay	xt/xta		0	1	0	0	0	※※※	
忌	nnu			0	0	0	0	0	※※	
际	bfiy	bf/bfi		0	1	0	0	0	※※※	
陆	bfmh	bfm		0	0	0	0	0	※※※	
阿	bskg	bs/bsk		0	1	0	0	0	※※※	
陈	baiy	ba/bai		0	1	0	0	0	※※※	
阻	begg			0	0	0	0	0	※※※	
附	bwfy	bwf		0	0	0	0	0	※※※	
坠	bwff			0	0	0	0	0	※※※	
妓	vfcy	vfc		0	0	0	0	0	※※※	
妙	vitt	vit		0	0	0	0	0	※※※	
妖	vtdy	vtd		0	0	0	0	0	※※※	
姊	vtnt			0	0	0	0	0	※※※	
妨	vyn	vy	*vyn/vyt	0	1	0	0	0	※※	
妒	vynt			0	0	0	0	0	※※※	
努	vclb	vcl	*vclb/vclr	0	0	0	0	0	※※※	
忍	vynu			0	0	0	0	0	※※※	
劲	caln	cal	*caln/calt	0	0	0	0	0	※※※	
矣	ctdu	ct/ctd		0	1	0	0	0	※※※	
鸡	cqyg	cqy		0	0	0	0	0	※※※	
纬	xfnh			0	0	0	0	0	※※※	
驱	caqy	caq		0	0	0	0	0	※※※	
纯	xgbn	xgb		0	0	0	0	0	※※※	
纱	xitt	xi/xit		0	1	0	0	0	※※※	
纲	xmqy	xm/xmq		0	1	0	0	0	※※※	
纳	xmwy	xmw		0	0	0	0	0	※※※	
驳	cqqy	cqq		0	0	0	0	0	※※※	
纵	xwwy	xww		0	0	0	0	0	※※※	
纷	xwvn	xwv	*xwvn/xwvt	0	0	0	0	0	※※※	
纸	xqan	xqa		0	0	0	0	0	※※※	
纹	xyy			0	0	0	0	0	※※	
纺	xyn	xy	*xyn/xyt	0	1	0	0	0	※※	
驴	cynt	cyn		0	0	0	0	0	※※※	
纽	xnfg		*xnf/xnfg/xnhf	0	0	0	0	0	※※※	
奉	dwfh	dwf		0	0	0	0	0	※※※	
玩	gfqn	gfq		0	0	0	0	0	※※※	
环	ggiy	ggi		0	0	0	0	0	※※※	
武	gahd	gah		0	0	0	0	0	※※※	
青	gef			0	0	0	0	0	※※	
责	gmu			0	0	0	0	0	※※	
现	gmqn	gm/gmq		0	1	0	0	0	※※※	
玫	gty	gt		0	1	0	0	0	※※	
表	geu	ge		0	1	0	0	0	※※	
规	fwmq	fwm		0	0	0	0	0	※※※	
抹	rgsy	rgs		0	0	0	0	0	※※※	
卦	ffhy			0	0	0	0	0	※※※	
坷	fskg	fsk		0	0	0	0	0	※※※	
坯	fgig			0	0	0	0	0	※※※	
拓	rdg	rd		0	1	0	0	0	※※	
拢	rdxn	rdx	*rdxn/rdxt	0	0	0	0	0	※※※	
拔	rdcy	rdc		0	0	0	0	0	※※※	
坪	fguh	fgu		0	0	0	0	0	※※※	
拣	ranw			0	0	0	0	0	※※※	
坦	fjgg	fjg		0	0	0	0	0	※※※	
担	rjgg	rjg		0	0	0	0	0	※※※	
坤	fjhh			0	0	0	0	0	※※※	
押	rlh	rl		0	1	0	0	0	※※	
抽	rmg	rm		0	1	0	0	0	※※	
拐	rkln	rkl	*rkln/rklt	0	0	0	0	0	※※※	
拖	rtbn	rtb		0	0	0	0	0	※※※	
者	ftjf	ftj		0	0	0	0	0	※※※	
拍	rrg			0	0	0	0	0	※※	
顶	sdmy	sdm		0	0	0	0	0	※※※	
拆	rryy	rry		0	0	0	0	0	※※※	
拎	rwyc		rwy	0	0	0	0	0	※※※	
拥	reh			0	0	0	0	0	※※	
抵	rqay	rqa		0	0	0	0	0	※※※	
拘	rqkg	rqk		0	0	0	0	0	※※※	
势	rvyl			0	0	0	0	0	※※※	
抱	rqnn	rqn		0	0	0	0	0	※※※	
拄	rygg	ryg		0	0	0	0	0	※※※	
垃	fug			0	0	0	0	0	※※	
拉	rug	ru		0	1	0	0	0	※※	
拦	rufg	ruf		0	0	0	0	0	※※※	
幸	fufj	fuf		0	0	0	0	0	※※※	
拌	rufh			0	0	0	0	0	※※※	
拧	rpsh	rps		0	0	0	0	0	※※※	
拂	rxjh			0	0	0	0	0	※※※	
拙	rbmh	rbm		0	0	0	0	0	※※※	
招	rvkg	rvk		0	0	0	0	0	※※※	
坡	fhcy	fhc		0	0	0	0	0	※※※	
披	rhcy	rhc		0	0	0	0	0	※※※	
拨	rnty	rnt		0	0	0	0	0	※※※	
择	rcfh	rcf		0	0	0	0	0	※※※	
抬	rckg	rck		0	0	0	0	0	※※※	
拇	rxgu		*rxg/rxy/rxgu/rxyy	0	0	0	0	0	※※※	
拗	rxln	rxl	*rxln/rxlt	0	0	0	0	0	※※※	
其	adwu	adw		0	0	0	0	0	※※※	
取	bcy	bc		0	1	0	0	0	※※	
茉	agsu		ags	0	0	0	0	0	※※※	
苦	adf			0	0	0	0	0	※※	
昔	ajf			0	0	0	0	0	※※	
苛	askf	as/ask		0	1	0	0	0	※※※	
若	adkf	adk		0	0	0	0	0	※※※	
茂	adnt	adn	*adnt/adny	0	0	0	0	0	※※※	
苹	aguh	agu		0	0	0	0	0	※※※	
苗	alf			0	0	0	0	0	※※	
英	amdu	amd		0	0	0	0	0	※※※	
苟	aqkf			0	0	0	0	0	※※※	
苑	aqbb	aqb		0	0	0	0	0	※※※	
苞	aqnb	aqn		0	0	0	0	0	※※※	
范	aibb	aib		0	0	0	0	0	※※※	
直	fhf	fh		0	1	0	0	0	※※	
茁	abmj	abm		0	0	0	0	0	※※※	
茄	alkf			0	0	0	0	0	※※※	
茎	acaf	aca		0	0	0	0	0	※※※	
苔	ackf	ack		0	0	0	0	0	※※※	
茅	acbt		ac	0	0	0	0	0	※※※	
枉	sgg			0	0	0	0	0	※※	
林	ssy	ss		0	1	0	0	0	※※	
枝	sfcy	sfc		0	0	0	0	0	※※※	
杯	sgiy	sgi		0	0	0	0	0	※※※	
枢	saqy	saq		0	0	0	0	0	※※※	
柜	sang	san		0	0	0	0	0	※※※	
枚	sty			0	0	0	0	0	※※	
析	srh	sr		0	1	0	0	0	※※	
板	srcy	src		0	0	0	0	0	※※※	
松	swcy	swc		0	0	0	0	0	※※※	
枪	swbn	swb		0	0	0	0	0	※※※	
枫	smqy	smq		0	0	0	0	0	※※※	
构	sqcy	sq/sqc		0	1	0	0	0	※※※	
杭	symn	sym		0	0	0	0	0	※※※	
